,0
659,561839.2114768934
660,546953.7015059674
661,546650.4499825687
662,589212.228843452
663,613771.6092265525
664,651903.0348442387
665,673343.4637844226
666,650080.3499192807
667,659512.2394509863
668,636247.7165859982
669,693898.9626831533
670,668833.0682518025
671,645276.779400966
672,652416.2950193316
673,660257.2475883804
674,645679.1785838306
675,661658.9653433565
676,659554.3804482148
677,650666.1346579439
678,615427.0936121747
679,609688.4425473138
680,582651.2638990391
681,582823.7415727917
682,622355.6598144548
683,629671.8969366966
684,621048.2405160103
685,665907.5349836048
686,674124.6894507408
687,698764.4565873751
688,717684.2877767887
689,774778.2023877262
690,736094.4885609444
691,759062.4281825087
692,764330.3635729532
693,765379.660231504
694,712883.7555294903
695,752633.7376058013
696,747297.3263045894
697,772042.5748897551
698,779712.2471679525
699,774876.8967415224
700,830321.7879554823
701,875395.7675519467
702,904205.3364875756
703,869307.6724527976
704,838241.7655442479
705,798475.972219081
706,775718.0765116491
707,826134.2851748355
708,833223.4996741032
709,846250.6197412541
710,832520.4203381211
711,779181.7648736134
712,813466.039514683
713,890467.1142408032
714,926779.0006830108
715,957517.6064409727
716,957160.1309031398
717,966850.8535187807
718,1024539.7876455801
719,1025720.0044347699
720,1185884.1750209634
721,1126467.6836097727
722,1218640.9552366233
723,1209603.748299963
724,1208227.5105027033
725,1337425.022910714
726,1345700.0511669372
727,1354143.3858548237
728,1425392.0587126426
729,1301555.6781282753
730,1283691.0698279114
731,1400104.9801514873
